12,,12,3/1/2016 9:18,C/In,OverTime In,FOT
12,,12,3/1/2016 18:21,C/Out,OverTime Out,FOT
12,,12,3/2/2016 9:14,C/In,OverTime In,FOT
12,,12,3/2/2016 18:10,C/Out,OverTime Out,FOT
12,,12,3/3/2016 9:14,C/In,OverTime In,FOT
12,,12,3/3/2016 18:43,C/Out,OverTime Out,FOT
12,,12,3/6/2016 9:44,C/In,OverTime In,FOT
12,,12,3/6/2016 18:42,C/Out,OverTime Out,FOT
12,,12,3/7/2016 9:22,C/In,OverTime In,FOT
12,,12,3/7/2016 17:35,C/Out,OverTime Out,FOT
12,,12,3/8/2016 10:08,C/In,OverTime In,FOT
12,,12,3/8/2016 17:23,C/Out,OverTime Out,FOT
12,,12,3/9/2016 9:29,C/In,OverTime In,FOT
12,,12,3/9/2016 17:32,C/Out,OverTime Out,FOT
12,,12,3/10/2016 8:43,C/In,OverTime In,FOT
12,,12,3/10/2016 17:08,C/Out,OverTime Out,FOT
12,,12,3/13/2016 8:49,C/In,OverTime In,FOT
12,,12,3/13/2016 17:48,C/Out,OverTime Out,FOT
12,,12,3/14/2016 9:32,C/In,OverTime In,FOT
12,,12,3/14/2016 18:44,C/Out,OverTime Out,FOT
12,,12,3/15/2016 9:22,C/In,OverTime In,FOT
12,,12,3/15/2016 18:15,C/Out,OverTime Out,FOT
12,,12,3/16/2016 9:45,C/In,,Invalid
12,,12,3/17/2016 9:23,C/In,OverTime In,FOT
12,,12,3/17/2016 18:05,C/Out,OverTime Out,FOT
12,,12,3/20/2016 9:50,C/In,OverTime In,FOT
12,,12,3/20/2016 18:40,C/Out,OverTime Out,FOT
12,,12,3/21/2016 9:50,C/In,OverTime In,FOT
12,,12,3/21/2016 18:24,C/Out,OverTime Out,FOT
12,,12,3/22/2016 8:57,C/In,OverTime In,FOT
12,,12,3/22/2016 18:36,C/Out,OverTime Out,FOT
12,,12,3/23/2016 9:08,C/In,OverTime In,FOT
12,,12,3/23/2016 18:26,C/Out,OverTime Out,FOT
12,,12,3/24/2016 8:57,C/In,OverTime In,FOT
12,,12,3/24/2016 17:08,C/Out,OverTime Out,FOT
12,,12,3/26/2016 8:58,C/In,OverTime In,FOT
12,,12,3/26/2016 18:00,C/Out,OverTime Out,FOT
12,,12,3/27/2016 12:11,C/In,OverTime In,FOT
12,,12,3/27/2016 18:44,C/Out,OverTime Out,FOT
12,,12,3/28/2016 9:36,C/In,OverTime In,FOT
12,,12,3/28/2016 17:50,C/Out,OverTime Out,FOT
12,,12,3/29/2016 8:54,C/In,OverTime In,FOT
12,,12,3/29/2016 17:20,C/Out,OverTime Out,FOT
12,,12,3/30/2016 9:43,C/In,OverTime In,FOT
12,,12,3/30/2016 19:15,C/Out,OverTime Out,FOT
12,,12,3/31/2016 9:40,C/In,OverTime In,FOT
12,,12,3/31/2016 19:05,C/Out,OverTime Out,FOT
13,,13,3/14/2016 10:53,C/In,,Invalid
13,,13,3/15/2016 9:37,C/In,OverTime In,FOT
13,,13,3/15/2016 18:54,C/Out,OverTime Out,FOT
13,,13,3/16/2016 9:46,C/In,OverTime In,FOT
13,,13,3/16/2016 18:35,C/Out,OverTime Out,FOT
13,,13,3/17/2016 9:28,C/In,OverTime In,FOT
13,,13,3/17/2016 17:27,C/Out,OverTime Out,FOT
13,,13,3/20/2016 9:44,C/In,OverTime In,FOT
13,,13,3/20/2016 18:31,C/Out,OverTime Out,FOT
13,,13,3/21/2016 9:43,C/In,OverTime In,FOT
13,,13,3/21/2016 18:43,C/Out,OverTime Out,FOT
13,,13,3/22/2016 9:21,C/In,OverTime In,FOT
13,,13,3/22/2016 17:23,C/Out,OverTime Out,FOT
13,,13,3/23/2016 9:33,C/In,OverTime In,FOT
13,,13,3/23/2016 18:00,C/Out,OverTime Out,FOT
13,,13,3/24/2016 9:23,C/In,OverTime In,FOT
13,,13,3/24/2016 16:59,C/Out,OverTime Out,FOT
13,,13,3/27/2016 9:26,C/In,OverTime In,FOT
13,,13,3/27/2016 18:43,C/Out,OverTime Out,FOT
13,,13,3/28/2016 9:15,C/In,OverTime In,FOT
13,,13,3/28/2016 17:07,C/Out,OverTime Out,FOT
13,,13,3/29/2016 9:22,C/In,OverTime In,FOT
13,,13,3/29/2016 15:50,C/Out,OverTime Out,FOT
13,,13,3/30/2016 9:17,C/In,OverTime In,FOT
13,,13,3/30/2016 17:03,C/Out,OverTime Out,FOT
13,,13,3/31/2016 9:26,C/In,OverTime In,FOT
13,,13,3/31/2016 16:59,C/Out,OverTime Out,FOT
30,,30,3/1/2016 8:49,C/In,OverTime In,FOT
30,,30,3/1/2016 17:53,C/Out,OverTime Out,FOT
30,,30,3/2/2016 8:16,C/In,,Invalid
30,,30,3/2/2016 19:16,C/Out,,Invalid
30,,30,3/3/2016 7:47,C/In,OverTime In,FOT
30,,30,3/3/2016 16:18,C/Out,OverTime Out,FOT
30,,30,3/6/2016 10:57,C/In,OverTime In,FOT
30,,30,3/6/2016 19:26,C/Out,OverTime Out,FOT
30,,30,3/7/2016 8:55,C/In,,Invalid
30,,30,3/7/2016 19:57,C/Out,,Invalid
30,,30,3/8/2016 8:51,C/In,OverTime In,FOT
30,,30,3/8/2016 17:05,C/Out,OverTime Out,FOT
30,,30,3/10/2016 9:46,C/In,OverTime In,FOT
30,,30,3/10/2016 18:06,C/Out,OverTime Out,FOT
30,,30,3/13/2016 10:29,C/In,OverTime In,FOT
30,,30,3/13/2016 19:19,C/Out,OverTime Out,FOT
30,,30,3/14/2016 8:24,C/In,,Invalid
30,,30,3/14/2016 20:08,C/Out,,Invalid
30,,30,3/15/2016 8:36,C/In,,Invalid
30,,30,3/15/2016 19:56,C/Out,,Invalid
30,,30,3/16/2016 8:49,C/In,,Invalid
30,,30,3/16/2016 21:15,C/Out,,Invalid
30,,30,3/17/2016 9:10,C/In,OverTime In,FOT
30,,30,3/17/2016 16:12,C/Out,OverTime Out,FOT
30,,30,3/20/2016 10:29,C/In,OverTime In,FOT
30,,30,3/20/2016 19:34,C/Out,OverTime Out,FOT
30,,30,3/21/2016 8:50,C/In,,Invalid
30,,30,3/21/2016 20:04,C/Out,,Invalid
30,,30,3/22/2016 8:43,C/In,OverTime In,FOT
30,,30,3/22/2016 19:14,C/Out,OverTime Out,FOT
30,,30,3/23/2016 8:27,C/In,,Invalid
30,,30,3/23/2016 20:23,C/Out,,Invalid
30,,30,3/24/2016 8:20,C/In,OverTime In,FOT
30,,30,3/24/2016 15:37,C/Out,OverTime Out,FOT
30,,30,3/27/2016 10:29,C/In,OverTime In,FOT
30,,30,3/27/2016 18:35,C/Out,OverTime Out,FOT
30,,30,3/28/2016 8:44,C/In,OverTime In,FOT
30,,30,3/28/2016 17:19,C/Out,OverTime Out,FOT
30,,30,3/29/2016 9:05,C/In,OverTime In,FOT
30,,30,3/29/2016 18:28,C/Out,OverTime Out,FOT
30,,30,3/30/2016 9:08,C/In,OverTime In,FOT
30,,30,3/30/2016 18:48,C/Out,OverTime Out,FOT
30,,30,3/31/2016 8:37,C/In,OverTime In,FOT
30,,30,3/31/2016 15:35,C/Out,OverTime Out,FOT
36,,36,3/1/2016 10:08,C/In,OverTime In,FOT
36,,36,3/1/2016 18:27,C/Out,OverTime Out,FOT
36,,36,3/2/2016 10:24,C/In,OverTime In,FOT
36,,36,3/2/2016 17:01,C/Out,OverTime Out,FOT
36,,36,3/7/2016 12:07,C/In,OverTime In,FOT
36,,36,3/7/2016 18:46,C/Out,OverTime Out,FOT
36,,36,3/7/2016 19:52,C/Out,,Invalid
36,,36,3/8/2016 9:45,C/In,OverTime In,FOT
36,,36,3/8/2016 17:26,C/Out,OverTime Out,FOT
36,,36,3/9/2016 9:52,C/In,OverTime In,FOT
36,,36,3/9/2016 18:01,C/Out,OverTime Out,FOT
36,,36,3/10/2016 9:30,C/In,OverTime In,FOT
36,,36,3/10/2016 16:18,C/Out,OverTime Out,FOT
36,,36,3/13/2016 9:27,C/In,OverTime In,FOT
36,,36,3/13/2016 17:36,C/Out,OverTime Out,FOT
36,,36,3/14/2016 9:59,C/In,OverTime In,FOT
36,,36,3/14/2016 18:29,C/Out,OverTime Out,FOT
36,,36,3/15/2016 9:59,C/In,OverTime In,FOT
36,,36,3/15/2016 18:01,C/Out,OverTime Out,FOT
36,,36,3/16/2016 10:11,C/In,OverTime In,FOT
36,,36,3/16/2016 20:14,C/Out,OverTime Out,FOT
36,,36,3/17/2016 10:44,C/In,OverTime In,FOT
36,,36,3/17/2016 19:39,C/Out,OverTime Out,FOT
36,,36,3/17/2016 19:39,C/Out,,Invalid
36,,36,3/20/2016 10:22,C/In,OverTime In,FOT
36,,36,3/20/2016 20:41,C/Out,OverTime Out,FOT
36,,36,3/21/2016 10:16,C/In,OverTime In,FOT
36,,36,3/21/2016 20:31,C/Out,OverTime Out,FOT
36,,36,3/21/2016 20:32,C/Out,,Invalid
36,,36,3/22/2016 10:29,C/In,OverTime In,FOT
36,,36,3/22/2016 18:51,C/Out,OverTime Out,FOT
36,,36,3/23/2016 10:14,C/In,OverTime In,FOT
36,,36,3/23/2016 19:51,C/Out,OverTime Out,FOT
36,,36,3/24/2016 1:04,C/In,OverTime In,FOT
36,,36,3/24/2016 10:40,C/Out,OverTime Out,FOT
36,,36,3/24/2016 10:41,C/Out,,Invalid
36,,36,3/29/2016 11:27,C/In,OverTime In,FOT
36,,36,3/29/2016 19:28,C/Out,OverTime Out,FOT
36,,36,3/30/2016 10:37,C/In,OverTime In,FOT
36,,36,3/30/2016 19:00,C/Out,OverTime Out,FOT
36,,36,3/31/2016 10:32,C/In,,Invalid
36,,36,3/31/2016 10:38,C/In,OverTime In,FOT
36,,36,3/31/2016 18:19,C/Out,OverTime Out,FOT
39,,39,3/1/2016 9:15,C/In,OverTime In,FOT
39,,39,3/1/2016 19:03,C/Out,OverTime Out,FOT
39,,39,3/2/2016 8:58,C/In,OverTime In,FOT
39,,39,3/2/2016 17:18,C/Out,OverTime Out,FOT
39,,39,3/3/2016 9:07,C/In,OverTime In,FOT
39,,39,3/3/2016 14:14,C/In,OverTime Out,FOT
39,,39,3/6/2016 9:29,C/In,OverTime In,FOT
39,,39,3/6/2016 17:49,C/In,OverTime Out,FOT
39,,39,3/7/2016 9:20,C/In,OverTime In,FOT
39,,39,3/7/2016 19:52,C/Out,OverTime Out,FOT
39,,39,3/8/2016 9:25,C/In,OverTime In,FOT
39,,39,3/8/2016 17:25,C/Out,OverTime Out,FOT
39,,39,3/9/2016 9:08,C/In,OverTime In,FOT
39,,39,3/9/2016 17:38,C/Out,OverTime Out,FOT
39,,39,3/13/2016 9:27,C/In,OverTime In,FOT
39,,39,3/13/2016 17:36,C/Out,OverTime Out,FOT
39,,39,3/14/2016 9:19,C/In,OverTime In,FOT
39,,39,3/14/2016 19:06,C/Out,OverTime Out,FOT
39,,39,3/15/2016 9:08,C/In,,Invalid
39,,39,3/15/2016 21:17,C/Out,,Invalid
39,,39,3/16/2016 9:21,C/In,OverTime In,FOT
39,,39,3/16/2016 20:14,C/Out,OverTime Out,FOT
39,,39,3/17/2016 9:08,C/In,OverTime In,FOT
39,,39,3/17/2016 15:25,C/Out,OverTime Out,FOT
39,,39,3/20/2016 9:31,C/In,,Invalid
39,,39,3/20/2016 21:06,C/Out,,Invalid
39,,39,3/21/2016 9:32,C/In,OverTime In,FOT
39,,39,3/21/2016 20:32,C/Out,OverTime Out,FOT
39,,39,3/22/2016 9:39,C/In,OverTime In,FOT
39,,39,3/22/2016 19:44,C/Out,OverTime Out,FOT
39,,39,3/23/2016 9:32,C/In,OverTime In,FOT
39,,39,3/23/2016 20:06,C/Out,OverTime Out,FOT
39,,39,3/24/2016 8:59,C/In,,Invalid
39,,39,3/27/2016 9:24,C/In,OverTime In,FOT
39,,39,3/27/2016 17:48,C/In,OverTime Out,FOT
39,,39,3/28/2016 9:27,C/In,OverTime In,FOT
39,,39,3/28/2016 18:18,C/Out,OverTime Out,FOT
39,,39,3/29/2016 9:17,C/In,OverTime In,FOT
39,,39,3/29/2016 18:21,C/Out,OverTime Out,FOT
39,,39,3/30/2016 9:21,C/In,OverTime In,FOT
39,,39,3/30/2016 19:00,C/Out,OverTime Out,FOT
39,,39,3/31/2016 9:09,C/In,OverTime In,FOT
39,,39,3/31/2016 15:36,C/Out,OverTime Out,FOT
40,,40,3/1/2016 10:08,C/In,OverTime In,FOT
40,,40,3/1/2016 19:27,C/Out,OverTime Out,FOT
40,,40,3/2/2016 12:07,C/In,OverTime In,FOT
40,,40,3/2/2016 17:13,C/Out,OverTime Out,FOT
40,,40,3/6/2016 12:12,C/In,OverTime In,FOT
40,,40,3/6/2016 17:28,C/In,OverTime Out,FOT
40,,40,3/8/2016 9:38,C/In,OverTime In,FOT
40,,40,3/8/2016 18:36,C/Out,OverTime Out,FOT
40,,40,3/9/2016 10:32,C/In,OverTime In,FOT
40,,40,3/9/2016 17:06,C/In,OverTime Out,FOT
40,,40,3/10/2016 11:38,C/In,,Invalid
40,,40,3/13/2016 11:05,C/In,OverTime In,FOT
40,,40,3/13/2016 19:41,C/Out,OverTime Out,FOT
40,,40,3/14/2016 11:19,C/In,OverTime In,FOT
40,,40,3/14/2016 19:40,C/Out,OverTime Out,FOT
40,,40,3/15/2016 9:52,C/In,OverTime In,FOT
40,,40,3/15/2016 20:27,C/Out,OverTime Out,FOT
40,,40,3/16/2016 10:27,C/In,OverTime In,FOT
40,,40,3/16/2016 20:00,C/Out,OverTime Out,FOT
40,,40,3/17/2016 9:43,C/In,OverTime In,FOT
40,,40,3/17/2016 17:27,C/Out,OverTime Out,FOT
40,,40,3/20/2016 10:22,C/In,OverTime In,FOT
40,,40,3/20/2016 20:00,C/Out,OverTime Out,FOT
40,,40,3/20/2016 20:11,C/Out,,Invalid
40,,40,3/21/2016 9:39,C/In,OverTime In,FOT
40,,40,3/21/2016 18:09,C/Out,OverTime Out,FOT
40,,40,3/22/2016 9:38,C/In,OverTime In,FOT
40,,40,3/22/2016 18:45,C/Out,OverTime Out,FOT
40,,40,3/23/2016 10:14,C/In,OverTime In,FOT
40,,40,3/23/2016 19:13,C/Out,OverTime Out,FOT
40,,40,3/24/2016 9:55,C/In,OverTime In,FOT
40,,40,3/24/2016 16:23,C/Out,OverTime Out,FOT
40,,40,3/27/2016 11:09,C/In,OverTime In,FOT
40,,40,3/27/2016 17:51,C/In,OverTime Out,FOT
40,,40,3/29/2016 10:58,C/In,OverTime In,FOT
40,,40,3/29/2016 18:34,C/Out,OverTime Out,FOT
40,,40,3/30/2016 10:55,C/In,OverTime In,FOT
40,,40,3/30/2016 20:40,C/Out,OverTime Out,FOT
40,,40,3/31/2016 9:53,C/In,OverTime In,FOT
40,,40,3/31/2016 17:31,C/Out,OverTime Out,FOT
